Date,Open,High,Low,Close,Adj Close,Volume
"Sep 24, 2024","1,031.95","1,067.00","1,021.40","1,049.50","1,049.50","323,446"
"Sep 23, 2024","1,026.65","1,040.00","1,017.90","1,026.80","1,026.80","107,990"
"Sep 20, 2024",978.65,"1,019.60",976.30,"1,006.95","1,006.95","297,081"
"Sep 19, 2024",991.75,998.25,967.25,979.45,979.45,"42,580"
"Sep 18, 2024",988.90,993.35,977.10,979.25,979.25,"37,348"
"Sep 17, 2024",989.55,994.80,976.25,988.90,988.90,"44,823"
"Sep 16, 2024",988.50,"1,009.80",976.50,979.95,979.95,"170,213"
"Sep 13, 2024",995.00,"1,008.20",980.10,983.50,983.50,"51,528"
"Sep 12, 2024",999.50,"1,012.00",990.10,"1,007.85","1,007.85","105,694"
"Sep 11, 2024","1,013.95","1,013.95",991.50,999.15,999.15,"85,535"
"Sep 10, 2024","1,005.00","1,019.80","1,001.80","1,014.00","1,014.00","31,209"
"Sep 9, 2024",987.00,"1,009.15",968.40,"1,006.15","1,006.15","230,953"
"Sep 6, 2024","1,009.20","1,013.90",982.75,985.50,985.50,"168,900"
"Sep 5, 2024","1,037.80","1,037.80","1,002.95","1,007.95","1,007.95","35,526"
"Sep 4, 2024","1,012.75","1,038.00","1,010.90","1,028.55","1,028.55","117,474"
"Sep 3, 2024","1,042.05","1,046.85","1,020.50","1,029.20","1,029.20","62,524"
"Sep 2, 2024","1,012.25","1,049.95","1,003.40","1,034.05","1,034.05","260,844"
"Aug 30, 2024","1,010.05","1,023.15","1,000.45","1,007.85","1,007.85","62,588"
"Aug 29, 2024","1,030.70","1,030.70",984.30,"1,003.75","1,003.75","132,433"
"Aug 28, 2024","1,046.55","1,051.00","1,022.00","1,026.80","1,026.80","56,440"
"Aug 26, 2024","1,065.00","1,076.10","1,041.75","1,051.85","1,051.85","52,494"
"Aug 23, 2024","1,084.75","1,084.95","1,060.00","1,064.60","1,064.60","104,736"
"Aug 22, 2024","1,080.30","1,099.00","1,073.75","1,076.45","1,076.45","165,465"
"Aug 21, 2024","1,098.00","1,115.50","1,075.30","1,088.60","1,088.60","142,689"
"Aug 20, 2024","1,093.95","1,109.95","1,091.00","1,099.90","1,099.90","47,695"
"Aug 19, 2024","1,092.95","1,111.30","1,088.90","1,092.05","1,092.05","78,964"
"Aug 16, 2024","1,123.95","1,137.55","1,073.00","1,083.95","1,083.95","218,096"
"Aug 14, 2024","1,080.00","1,121.15","1,070.55","1,114.30","1,114.30","237,863"
"Aug 13, 2024","1,088.05","1,130.00","1,067.00","1,070.60","1,070.60","538,082"
"Aug 12, 2024",915.70,"1,082.70",915.70,"1,063.20","1,063.20","750,792"
"Aug 9, 2024","1,114.75","1,132.05","1,100.30","1,104.10","1,104.10","158,926"
"Aug 8, 2024","1,130.80","1,134.20","1,096.15","1,101.70","1,101.70","87,268"
"Aug 7, 2024","1,161.85","1,170.75","1,125.10","1,130.80","1,130.80","159,801"
"Aug 6, 2024","1,172.30","1,181.80","1,093.80","1,124.00","1,124.00","653,784"
"Aug 5, 2024","1,189.00","1,231.15","1,152.00","1,159.10","1,159.10","338,443"
"Aug 2, 2024","1,255.00","1,309.00","1,231.05","1,261.00","1,261.00","511,991"
"Aug 1, 2024","1,137.40","1,347.90","1,121.00","1,274.55","1,274.55","1,463,835"
"Jul 31, 2024","1,150.05","1,169.40","1,125.00","1,137.60","1,137.60","393,698"
"Jul 30, 2024","1,067.00","1,137.00","1,053.65","1,125.40","1,125.40","702,304"
"Jul 29, 2024","1,056.05","1,109.85","1,048.45","1,052.25","1,052.25","316,840"
"Jul 26, 2024","1,051.05","1,150.00","1,041.70","1,052.50","1,052.50","292,290"
"Jul 25, 2024","1,025.95","1,060.00","1,023.60","1,048.95","1,048.95","162,622"
"Jul 24, 2024","1,023.05","1,047.00","1,023.00","1,036.35","1,036.35","53,493"
"Jul 23, 2024","1,005.00","1,033.00",975.00,"1,021.95","1,021.95","80,139"
"Jul 22, 2024","1,005.95","1,014.90",985.00,"1,010.45","1,010.45","106,639"
"Jul 19, 2024","1,009.00","1,019.20","1,002.35","1,011.05","1,011.05","36,794"
"Jul 18, 2024","1,017.50","1,024.00","1,005.00","1,009.75","1,009.75","106,869"
"Jul 16, 2024","1,014.50","1,047.80","1,014.50","1,022.30","1,022.30","184,730"
"Jul 15, 2024","1,004.05","1,024.70",998.45,"1,013.70","1,013.70","174,777"
"Jul 12, 2024","1,001.95","1,010.60","1,000.55","1,005.20","1,005.20","21,824"
"Jul 11, 2024","1,003.00","1,011.00",998.30,"1,000.85","1,000.85","118,218"
"Jul 10, 2024","1,003.70","1,014.00",985.50,"1,003.85","1,003.85","101,521"
"Jul 9, 2024","1,005.00","1,033.00","1,001.00","1,003.75","1,003.75","114,740"
"Jul 8, 2024","1,007.20","1,018.75",994.55,999.55,999.55,"140,310"
"Jul 5, 2024","1,025.00","1,025.20","1,010.20","1,013.40","1,013.40","33,179"
"Jul 4, 2024","1,035.20","1,047.50","1,021.00","1,024.80","1,024.80","41,732"
"Jul 3, 2024","1,039.35","1,040.65","1,020.20","1,035.10","1,035.10","35,144"
"Jul 2, 2024","1,000.75","1,062.00","1,000.75","1,023.80","1,023.80","352,253"
"Jul 1, 2024","1,001.30","1,007.00",995.90,999.50,999.50,"97,429"
"Jun 28, 2024","1,013.65","1,018.40",992.05,997.95,997.95,"30,627"
"Jun 27, 2024","1,010.00","1,017.60","1,005.95","1,012.05","1,012.05","19,704"
"Jun 26, 2024","1,011.15","1,023.00",999.00,"1,003.50","1,003.50","34,448"
"Jun 25, 2024","1,016.15","1,028.75","1,011.00","1,013.45","1,013.45","28,402"
"Jun 24, 2024","1,009.50","1,027.25",999.25,"1,016.80","1,016.80","38,634"
"Jun 21, 2024","1,016.80","1,022.00","1,002.35","1,008.55","1,008.55","105,889"
"Jun 20, 2024","1,017.20","1,030.60","1,006.00","1,016.80","1,016.80","46,867"
"Jun 19, 2024","1,028.95","1,031.55","1,002.00","1,007.05","1,007.05","54,714"
"Jun 18, 2024","1,019.05","1,034.00","1,019.05","1,025.65","1,025.65","44,448"
"Jun 14, 2024","1,019.20","1,038.00","1,015.55","1,019.05","1,019.05","163,376"
"Jun 13, 2024","1,021.60","1,031.35","1,014.10","1,017.90","1,017.90","143,906"
"Jun 12, 2024","1,021.00","1,028.70","1,016.45","1,020.75","1,020.75","34,290"
"Jun 11, 2024","1,034.55","1,034.55","1,015.10","1,017.70","1,017.70","51,993"
"Jun 10, 2024","1,050.05","1,074.35","1,020.00","1,025.85","1,025.85","297,863"
"Jun 7, 2024","1,004.90","1,045.00",988.00,"1,021.15","1,021.15","108,740"
"Jun 6, 2024",995.35,"1,019.00",983.10,"1,001.00","1,001.00","489,722"
"Jun 5, 2024",998.00,"1,014.50",832.20,952.40,952.40,"1,143,085"
"Jun 4, 2024","1,202.50","1,219.00",977.65,977.65,977.65,"1,573,076"
"Jun 3, 2024","1,228.10","1,249.00","1,183.40","1,222.05","1,222.05","933,801"
"May 31, 2024","1,109.45","1,150.80","1,103.10","1,122.80","1,122.80","180,892"
"May 30, 2024","1,086.00","1,105.80","1,081.75","1,096.95","1,096.95","128,396"
"May 29, 2024","1,081.05","1,099.55","1,081.05","1,085.80","1,085.80","89,624"
"May 28, 2024","1,125.00","1,135.00","1,081.75","1,088.75","1,088.75","74,342"
"May 27, 2024","1,133.45","1,133.45","1,091.00","1,104.00","1,104.00","50,875"
"May 24, 2024","1,112.85","1,154.55","1,097.55","1,105.90","1,105.90","132,563"
"May 23, 2024","1,089.45","1,119.80","1,075.20","1,099.25","1,099.25","81,317"
"May 22, 2024","1,072.20","1,091.00","1,063.00","1,086.55","1,086.55","43,670"
"May 21, 2024","1,043.65","1,093.95","1,033.65","1,061.25","1,061.25","71,368"
"May 17, 2024","1,032.50","1,041.00","1,023.05","1,035.10","1,035.10","56,144"
"May 16, 2024","1,029.55","1,034.00","1,018.00","1,032.35","1,032.35","19,456"
"May 15, 2024","1,031.10","1,038.50","1,017.70","1,020.95","1,020.95","27,640"
"May 14, 2024",999.75,"1,056.60",983.05,"1,021.90","1,021.90","153,734"
"May 13, 2024",989.85,"1,019.80",975.00,991.45,991.45,"36,442"
"May 10, 2024",981.05,999.00,971.90,988.20,988.20,"43,490"
"May 9, 2024","1,020.70","1,029.95",975.45,979.15,979.15,"33,849"
"May 8, 2024","1,019.15","1,027.00","1,011.00","1,016.85","1,016.85","32,670"
"May 7, 2024","1,056.85","1,057.95","1,013.00","1,017.75","1,017.75","42,035"
"May 6, 2024","1,060.70","1,065.00","1,032.55","1,058.20","1,058.20","49,166"
"May 3, 2024","1,048.70","1,068.00","1,044.95","1,060.70","1,060.70","38,472"
"May 2, 2024","1,066.35","1,066.40","1,046.05","1,050.70","1,050.70","41,839"
"Apr 30, 2024","1,068.00","1,088.45","1,060.15","1,064.65","1,064.65","45,675"
"Apr 29, 2024","1,063.75","1,073.15","1,058.00","1,060.65","1,060.65","30,873"
"Apr 26, 2024","1,058.75","1,071.00","1,046.30","1,061.60","1,061.60","97,877"
"Apr 25, 2024","1,046.70","1,054.35","1,041.00","1,050.20","1,050.20","16,495"
"Apr 24, 2024","1,050.35","1,055.00","1,042.10","1,047.20","1,047.20","18,067"
"Apr 23, 2024","1,046.40","1,068.90","1,045.00","1,049.75","1,049.75","27,258"
"Apr 22, 2024","1,050.50","1,079.00","1,040.05","1,042.80","1,042.80","101,970"
"Apr 19, 2024","1,022.35","1,046.70","1,012.00","1,040.90","1,040.90","46,139"
"Apr 18, 2024","1,060.00","1,068.40","1,035.55","1,038.15","1,038.15","88,670"
"Apr 16, 2024","1,031.55","1,060.00","1,031.55","1,052.65","1,052.65","79,027"
"Apr 15, 2024","1,025.10","1,050.00","1,011.10","1,039.70","1,039.70","220,263"
"Apr 12, 2024","1,065.25","1,096.65","1,055.00","1,070.20","1,070.20","142,005"
"Apr 10, 2024","1,072.75","1,076.00","1,056.00","1,064.55","1,064.55","25,763"
"Apr 9, 2024","1,084.30","1,088.15","1,064.80","1,070.65","1,070.65","73,416"
"Apr 8, 2024","1,100.10","1,117.75","1,066.30","1,076.00","1,076.00","111,026"
"Apr 5, 2024","1,095.85","1,109.05","1,086.70","1,096.95","1,096.95","33,781"
"Apr 4, 2024","1,099.80","1,119.00","1,082.10","1,101.55","1,101.55","167,201"
"Apr 3, 2024","1,100.50","1,104.70","1,090.60","1,095.10","1,095.10","47,973"
"Apr 2, 2024","1,112.55","1,128.50","1,092.60","1,098.15","1,098.15","215,484"
"Apr 1, 2024","1,047.25","1,124.00","1,040.30","1,112.00","1,112.00","177,761"
"Mar 28, 2024","1,030.00","1,041.15","1,015.65","1,025.80","1,025.80","174,506"
"Mar 27, 2024","1,049.95","1,057.85","1,004.15","1,016.35","1,016.35","146,077"
"Mar 26, 2024","1,008.65","1,063.30","1,004.15","1,046.35","1,046.35","118,438"
"Mar 22, 2024","1,014.00","1,022.00","1,005.20","1,014.70","1,014.70","111,037"
"Mar 21, 2024","1,025.50","1,028.75","1,006.55","1,009.00","1,009.00","29,645"
"Mar 20, 2024","1,023.30","1,028.00",997.70,"1,010.95","1,010.95","128,577"
"Mar 19, 2024","1,022.80","1,039.35","1,001.00","1,006.65","1,006.65","177,084"
"Mar 18, 2024",995.35,"1,030.00",972.05,"1,009.15","1,009.15","72,775"
"Mar 15, 2024","1,049.60","1,076.80","1,024.75","1,044.65","1,044.65","74,057"
"Mar 14, 2024",948.05,"1,065.85",918.10,"1,052.75","1,052.75","281,163"
"Mar 13, 2024","1,038.15","1,046.65",922.70,947.55,947.55,"126,442"
"Mar 12, 2024","1,064.25","1,068.30","1,028.05","1,036.05","1,036.05","51,529"
"Mar 11, 2024","1,079.55","1,087.00","1,060.00","1,063.50","1,063.50","125,225"
"Mar 7, 2024","1,062.10","1,078.10","1,058.65","1,069.95","1,069.95","92,203"
"Mar 6, 2024","1,070.60","1,080.00","1,045.65","1,069.50","1,069.50","45,989"
"Mar 5, 2024","1,069.60","1,075.00","1,061.30","1,070.05","1,070.05","31,735"
"Mar 4, 2024","1,085.35","1,086.40","1,062.40","1,064.15","1,064.15","27,855"
"Mar 1, 2024","1,070.50","1,095.90","1,069.00","1,072.70","1,072.70","135,224"
"Feb 29, 2024","1,084.95","1,092.50","1,060.00","1,065.50","1,065.50","81,395"
"Feb 28, 2024","1,130.00","1,136.70","1,070.30","1,076.15","1,076.15","112,034"
"Feb 27, 2024","1,188.70","1,188.70","1,115.40","1,121.90","1,121.90","433,375"
"Feb 26, 2024","1,083.35","1,189.90","1,080.05","1,176.50","1,176.50","1,038,332"
"Feb 23, 2024","1,061.90","1,094.30","1,056.70","1,081.90","1,081.90","68,607"
"Feb 22, 2024","1,065.60","1,067.30","1,052.95","1,058.45","1,058.45","35,371"
"Feb 21, 2024","1,070.35","1,083.35","1,054.90","1,063.75","1,063.75","45,030"
"Feb 20, 2024","1,082.50","1,082.50","1,060.90","1,069.20","1,069.20","33,262"
"Feb 19, 2024","1,065.50","1,080.50","1,062.00","1,074.10","1,074.10","52,976"
"Feb 16, 2024","1,059.80","1,064.65","1,045.00","1,059.65","1,059.65","84,055"
"Feb 15, 2024","1,054.95","1,067.40","1,042.80","1,051.50","1,051.50","138,089"
"Feb 14, 2024","1,027.25","1,064.25","1,027.25","1,038.00","1,038.00","71,941"
"Feb 13, 2024","1,077.30","1,078.00","1,028.70","1,044.25","1,044.25","58,016"
"Feb 12, 2024","1,056.10","1,095.55","1,045.55","1,068.90","1,068.90","101,308"
"Feb 9, 2024","1,050.55","1,076.95","1,036.50","1,054.10","1,054.10","180,184"
"Feb 8, 2024","1,077.90","1,077.95","1,045.50","1,050.10","1,050.10","57,365"
"Feb 7, 2024","1,045.15","1,113.60","1,030.60","1,065.60","1,065.60","166,949"
"Feb 6, 2024","1,034.25","1,054.30","1,005.00","1,024.70","1,024.70","58,538"
"Feb 5, 2024","1,050.40","1,058.55","1,015.50","1,021.90","1,021.90","56,749"
"Feb 2, 2024","1,072.35","1,093.90","1,045.90","1,051.85","1,051.85","66,132"
"Feb 1, 2024","1,071.65","1,086.00","1,053.00","1,067.05","1,067.05","76,563"
"Jan 31, 2024","1,060.15","1,081.00","1,060.15","1,067.50","1,067.50","118,141"
"Jan 30, 2024","1,097.75","1,097.75","1,064.00","1,073.10","1,073.10","83,636"
"Jan 29, 2024","1,083.70","1,135.80","1,073.75","1,097.40","1,097.40","175,501"
"Jan 25, 2024","1,043.15","1,076.80","1,038.00","1,060.30","1,060.30","233,352"
"Jan 24, 2024","1,058.60","1,058.60","1,029.00","1,036.95","1,036.95","86,023"
"Jan 23, 2024","1,139.85","1,146.30","1,050.00","1,055.85","1,055.85","149,809"
"Jan 19, 2024","1,070.00","1,082.05","1,042.00","1,051.05","1,051.05","71,882"
"Jan 17, 2024","1,120.25","1,128.00","1,083.00","1,087.35","1,087.35","81,848"
"Jan 16, 2024","1,145.30","1,146.20","1,118.20","1,125.35","1,125.35","190,925"
"Jan 15, 2024","1,155.15","1,163.65","1,127.25","1,148.15","1,148.15","98,547"
"Jan 12, 2024","1,162.60","1,174.25","1,150.15","1,151.55","1,151.55","167,211"
"Jan 11, 2024","1,178.70","1,184.35","1,153.45","1,159.85","1,159.85","143,672"
"Jan 10, 2024","1,170.00","1,184.00","1,157.00","1,170.95","1,170.95","83,150"
"Jan 9, 2024","1,151.00","1,198.95","1,138.10","1,163.70","1,163.70","220,521"
"Jan 8, 2024","1,177.50","1,177.50","1,137.75","1,144.15","1,144.15","50,257"
"Jan 5, 2024","1,181.60","1,186.95","1,155.00","1,163.40","1,163.40","80,115"
"Jan 4, 2024","1,207.65","1,219.00","1,150.00","1,179.00","1,179.00","547,503"
"Jan 3, 2024","1,145.00","1,250.00","1,076.75","1,183.90","1,183.90","787,013"
"Jan 2, 2024","1,057.60","1,072.65","1,035.00","1,060.85","1,060.85","43,813"
"Jan 1, 2024","1,046.00","1,070.10","1,032.70","1,054.10","1,054.10","113,628"
"Dec 29, 2023","1,035.75","1,057.00","1,017.40","1,046.00","1,046.00","153,115"
"Dec 28, 2023","1,064.25","1,070.40","1,012.30","1,024.55","1,024.55","42,857"
"Dec 27, 2023","1,068.05","1,082.40","1,047.30","1,058.55","1,058.55","41,837"
"Dec 26, 2023","1,032.80","1,047.90","1,018.30","1,041.20","1,041.20","133,687"
"Dec 22, 2023","1,039.95","1,045.85","1,023.10","1,028.20","1,028.20","117,788"
"Dec 21, 2023",985.05,"1,039.50",979.30,"1,027.00","1,027.00","257,078"
"Dec 20, 2023","1,076.50","1,129.25",994.00,999.10,999.10,"145,078"
"Dec 19, 2023","1,058.60","1,087.95","1,030.50","1,075.70","1,075.70","246,129"
"Dec 18, 2023","1,048.05","1,061.00","1,030.60","1,043.45","1,043.45","182,378"
"Dec 15, 2023","1,089.85","1,094.05","1,036.20","1,047.85","1,047.85","233,873"
"Dec 14, 2023","1,040.95","1,095.00","1,039.95","1,074.85","1,074.85","123,709"
"Dec 13, 2023","1,095.00","1,095.00","1,007.50","1,030.60","1,030.60","435,456"
"Dec 12, 2023","1,130.05","1,136.60","1,085.00","1,089.20","1,089.20","98,999"
"Dec 11, 2023","1,139.55","1,158.25","1,092.90","1,129.10","1,129.10","151,036"
"Dec 8, 2023","1,216.10","1,235.25","1,075.50","1,130.85","1,130.85","508,899"
"Dec 7, 2023","1,169.95","1,240.00","1,159.00","1,197.60","1,197.60","763,376"
"Dec 6, 2023","1,133.30","1,246.00","1,104.25","1,162.30","1,162.30","1,476,368"
"Dec 5, 2023",919.95,"1,082.60",883.25,"1,082.60","1,082.60","1,355,129"
"Dec 4, 2023",975.05,975.05,892.50,902.20,902.20,"617,332"
"Dec 1, 2023",872.25,887.80,850.00,855.95,855.95,"123,708"
"Nov 30, 2023",876.25,880.00,843.20,872.50,872.50,"487,002"
"Nov 29, 2023",900.00,954.85,860.00,876.30,876.30,"1,493,800"
"Nov 28, 2023",749.90,875.00,748.65,868.15,868.15,"1,331,869"
"Nov 24, 2023",721.05,740.75,721.05,729.20,729.20,"68,990"
"Nov 23, 2023",731.95,731.95,720.90,723.25,723.25,"8,456"
"Nov 22, 2023",733.00,734.15,722.20,726.50,726.50,"34,043"
"Nov 21, 2023",739.95,744.00,728.15,733.10,733.10,"24,903"
"Nov 20, 2023",740.05,741.05,712.30,726.85,726.85,"41,950"
"Nov 17, 2023",747.55,747.55,737.95,741.05,741.05,"51,861"
"Nov 16, 2023",754.95,756.50,736.95,747.55,747.55,"14,459"
"Nov 15, 2023",767.95,767.95,751.50,754.10,754.10,"49,474"
"Nov 13, 2023",761.05,766.00,756.45,759.10,759.10,"9,276"
"Nov 10, 2023",749.75,763.55,744.05,761.30,761.30,"11,844"
